pdf,page,text,bbox,font_size,bold,label
file01.pdf,0,shortest route,"[95, 430, 161, 442]",9.744400024414062,False,body
file01.pdf,0,11,"[70, 498, 88, 510]",9.744400024414062,True,body
file01.pdf,0,Persons in respect of whom LTC is proposed to be availed,"[95, 448, 350, 460]",9.744400024414062,False,body
file01.pdf,0,S.No,"[95, 464, 121, 475]",9.744400024414062,True,body
file01.pdf,0,Name,"[211, 464, 242, 475]",9.744400024414062,True,body
file01.pdf,0,Age,"[343, 464, 364, 475]",9.744400024414062,True,body
file01.pdf,0,Relationship,"[444, 464, 508, 475]",9.744400024414062,True,body
file01.pdf,0,1,"[103, 476, 115, 487]",9.744400024414062,True,body
file01.pdf,0,2,"[103, 488, 115, 500]",9.744400024414062,True,body
file01.pdf,0,3,"[103, 500, 115, 512]",9.744400024414062,True,body
file01.pdf,0,4,"[103, 512, 115, 524]",9.744400024414062,True,body
file01.pdf,0,5,"[103, 529, 115, 541]",9.744400024414062,True,body
file01.pdf,0,6,"[103, 541, 115, 553]",9.744400024414062,True,body
file01.pdf,0,12. Amount of advance required,"[70, 561, 223, 578]",9.744400024414062,True,body
file01.pdf,0,Rs,"[304, 561, 320, 572]",9.744400024414062,False,body
file01.pdf,0,I declare that the particulars furnished above are true and correct to the best of my knowledge. I,"[105, 596, 573, 608]",9.744400024414062,False,body
file01.pdf,0,undertake to produce the tickets for the outward journey within ten days of receipt of the advance,"[70, 608, 499, 620]",9.744400024414062,False,body
file01.pdf,0,In the event of cancellation of the journey or if I fail to produce the tickets within ten days of receipt of,"[105, 632, 573, 643]",9.744400024414062,False,body
file01.pdf,0,"advance, I undertake to refund the entire advance in one lump sum","[70, 643, 367, 655]",9.744400024414062,False,body
file01.pdf,0,Date,"[70, 678, 95, 690]",9.744400024414062,True,body
file01.pdf,0,Signature of Government Servant,"[403, 690, 572, 702]",9.744400024414062,True,body
file02.pdf,0,Overview,"[252, 189, 365, 216]",24.0,True,body
file02.pdf,0,Foundation Level Extensions,"[139, 244, 479, 271]",24.0,True,body
file02.pdf,0,Version 1.0,"[275, 382, 339, 395]",12.0,False,body
file02.pdf,0,International Software Testing Qualifications Board,"[103, 465, 513, 485]",18.0,False,body
file02.pdf,0,Copyright Notice,"[70, 652, 147, 663]",9.960000038146973,False,body
file02.pdf,0,"This document may be copied in its entirety, or extracts made, if the source is acknowledged","[70, 663, 484, 674]",9.960000038146973,False,body
file02.pdf,1,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,1,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,1,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,1,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,1,Qualifications,"[430, 61, 493, 72]",9.960000038146973,False,body
file02.pdf,1,Board,"[493, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,1,Copyright © International Software Testing Qualifications Board (hereinafter called ISTQB®),"[70, 120, 483, 131]",9.960000038146973,False,body
file02.pdf,1,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,1,Page 2 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,1,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,1,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,2,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,2,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,2,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,2,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,2,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,2,Revision History,"[70, 108, 201, 126]",15.960000038146973,True,H1
file02.pdf,2,Version,"[74, 139, 113, 150]",9.960000038146973,True,body
file02.pdf,2,Date,"[146, 139, 170, 150]",9.960000038146973,True,body
file02.pdf,2,Remarks,"[278, 139, 323, 150]",9.960000038146973,True,body
file02.pdf,2,0.1,"[74, 151, 91, 162]",9.960000038146973,False,body
file02.pdf,2,18 JUNE 2013,"[146, 151, 214, 162]",9.960000038146973,False,body
file02.pdf,2,Initial version,"[278, 151, 339, 162]",9.960000038146973,False,body
file02.pdf,2,0.2,"[74, 164, 91, 175]",9.960000038146973,False,body
file02.pdf,2,23 JULY 2013,"[146, 164, 212, 175]",9.960000038146973,False,body
file02.pdf,2,WG reviewed and confirmed,"[278, 164, 407, 175]",9.960000038146973,False,body
file02.pdf,2,0.3,"[74, 176, 91, 187]",9.960000038146973,False,body
file02.pdf,2,6 NOV 2013,"[146, 176, 204, 187]",9.960000038146973,False,body
file02.pdf,2,amended population and diagram,"[278, 176, 430, 187]",9.960000038146973,False,body
file02.pdf,2,0.7,"[74, 188, 91, 199]",9.960000038146973,False,body
file02.pdf,2,11 DEC 2013,"[146, 188, 209, 199]",9.960000038146973,False,body
file02.pdf,2,Amended Business Outcomes and Chapters matching,"[278, 188, 522, 199]",9.960000038146973,False,body
file02.pdf,2,0.8,"[74, 200, 91, 211]",9.960000038146973,False,body
file02.pdf,2,20 DEC 2013,"[146, 200, 209, 211]",9.960000038146973,False,body
file02.pdf,2,Working group updates on 0.7,"[278, 200, 415, 211]",9.960000038146973,False,body
file02.pdf,2,1.0,"[74, 213, 91, 224]",9.960000038146973,False,body
file02.pdf,2,31 MAY 2014,"[146, 213, 209, 224]",9.960000038146973,False,body
file02.pdf,2,GA release for Agile Extension,"[278, 213, 417, 224]",9.960000038146973,False,body
file02.pdf,2,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,2,Page 3 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,2,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,2,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,3,,"[151, 144, 535, 155]",9.960000038146973,True,body
file02.pdf,3,,"[157, 162, 535, 173]",9.960000038146973,True,body
file02.pdf,3,,"[322, 179, 535, 190]",9.960000038146973,True,body
file02.pdf,3,,"[358, 197, 535, 208]",9.960000038146973,True,body
file02.pdf,3,,"[195, 214, 535, 225]",9.960000038146973,False,body
file02.pdf,3,,"[221, 226, 535, 237]",9.960000038146973,False,body
file02.pdf,3,,"[201, 237, 535, 248]",9.960000038146973,False,body
file02.pdf,3,,"[201, 249, 535, 260]",9.960000038146973,False,body
file02.pdf,3,,"[247, 260, 535, 271]",9.960000038146973,False,body
file02.pdf,3,,"[192, 272, 535, 283]",9.960000038146973,False,body
file02.pdf,3,,"[414, 289, 530, 300]",9.960000038146973,True,body
file02.pdf,3,,"[201, 307, 529, 318]",9.960000038146973,False,body
file02.pdf,3,,"[146, 318, 529, 329]",9.960000038146973,False,body
file02.pdf,3,,"[146, 336, 530, 347]",9.960000038146973,True,body
file02.pdf,3,,"[167, 353, 529, 364]",9.960000038146973,False,body
file02.pdf,3,,"[230, 365, 529, 376]",9.960000038146973,False,body
file02.pdf,3,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,3,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,3,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,3,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,3,Qualifications,"[430, 61, 493, 72]",9.960000038146973,False,body
file02.pdf,3,Board,"[493, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,3,Table of Contents,"[70, 108, 208, 126]",15.960000038146973,True,H1
file02.pdf,3,Revision History,"[70, 144, 152, 155]",9.960000038146973,True,body
file02.pdf,3,3,"[535, 144, 543, 155]",9.960000038146973,True,body
file02.pdf,3,Table of Contents,"[70, 162, 158, 173]",9.960000038146973,True,H1
file02.pdf,3,4,"[535, 162, 543, 173]",9.960000038146973,True,body
file02.pdf,3,1,"[70, 179, 81, 190]",9.960000038146973,True,body
file02.pdf,3,Introduction to the Foundation Level Extensions,"[90, 179, 323, 190]",9.960000038146973,True,body
file02.pdf,3,6,"[535, 179, 543, 190]",9.960000038146973,True,body
file02.pdf,3,2,"[70, 197, 81, 208]",9.960000038146973,True,body
file02.pdf,3,Introduction to Foundation Level Agile Tester Extension,"[90, 197, 360, 208]",9.960000038146973,True,body
file02.pdf,3,7,"[535, 197, 543, 208]",9.960000038146973,True,body
file02.pdf,3,2.1,"[80, 214, 97, 225]",9.960000038146973,False,body
file02.pdf,3,Intended Audience,"[110, 214, 196, 225]",9.960000038146973,False,body
file02.pdf,3,7,"[535, 214, 543, 225]",9.960000038146973,False,body
file02.pdf,3,2.2,"[80, 226, 97, 237]",9.960000038146973,False,body
file02.pdf,3,Career Paths for Testers,"[110, 226, 223, 237]",9.960000038146973,False,body
file02.pdf,3,7,"[535, 226, 543, 237]",9.960000038146973,False,body
file02.pdf,3,2.3,"[80, 237, 97, 248]",9.960000038146973,False,body
file02.pdf,3,Learning Objectives,"[110, 237, 201, 248]",9.960000038146973,False,body
file02.pdf,3,7,"[535, 237, 543, 248]",9.960000038146973,False,body
file02.pdf,3,2.4,"[80, 249, 97, 260]",9.960000038146973,False,body
file02.pdf,3,Entry Requirements,"[110, 249, 201, 260]",9.960000038146973,False,body
file02.pdf,3,8,"[535, 249, 543, 260]",9.960000038146973,False,body
file02.pdf,3,2.5,"[80, 260, 97, 271]",9.960000038146973,False,body
file02.pdf,3,Structure and Course Duration,"[110, 260, 246, 271]",9.960000038146973,False,body
file02.pdf,3,8,"[535, 260, 543, 271]",9.960000038146973,False,body
file02.pdf,3,2.6,"[80, 272, 97, 283]",9.960000038146973,False,body
file02.pdf,3,Keeping It Current,"[110, 272, 191, 283]",9.960000038146973,False,body
file02.pdf,3,9,"[535, 272, 543, 283]",9.960000038146973,False,body
file02.pdf,3,3,"[70, 289, 81, 300]",9.960000038146973,True,body
file02.pdf,3,Overview of the Foundation Level Extension – Agile Tester Syllabus,"[90, 288, 413, 301]",9.960000038146973,True,body
file02.pdf,3,10,"[529, 289, 543, 300]",9.960000038146973,True,body
file02.pdf,3,3.1,"[80, 307, 97, 318]",9.960000038146973,False,body
file02.pdf,3,Business Outcomes,"[110, 307, 202, 318]",9.960000038146973,False,body
file02.pdf,3,10,"[529, 307, 543, 318]",9.960000038146973,False,body
file02.pdf,3,3.2,"[80, 318, 97, 329]",9.960000038146973,False,body
file02.pdf,3,Content,"[110, 318, 145, 329]",9.960000038146973,False,body
file02.pdf,3,10,"[529, 318, 543, 329]",9.960000038146973,False,body
file02.pdf,3,4,"[70, 336, 81, 347]",9.960000038146973,True,body
file02.pdf,3,References,"[90, 336, 147, 347]",9.960000038146973,True,body
file02.pdf,3,12,"[529, 336, 543, 347]",9.960000038146973,True,body
file02.pdf,3,4.1,"[80, 353, 97, 364]",9.960000038146973,False,body
file02.pdf,3,Trademarks,"[110, 353, 166, 364]",9.960000038146973,False,body
file02.pdf,3,12,"[529, 353, 543, 364]",9.960000038146973,False,body
file02.pdf,3,4.2,"[80, 365, 97, 376]",9.960000038146973,False,body
file02.pdf,3,Documents and Web Sites,"[110, 365, 229, 376]",9.960000038146973,False,body
file02.pdf,3,12,"[529, 365, 543, 376]",9.960000038146973,False,body
file02.pdf,3,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,3,Page 4 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,3,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,3,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,4,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,4,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,4,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,4,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,4,Qualifications,"[430, 61, 493, 72]",9.960000038146973,False,body
file02.pdf,4,Board,"[493, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,4,Acknowledgements,"[70, 108, 213, 126]",15.960000038146973,False,H1
file02.pdf,4,This document was produced by a team from the International Software Testing Qualifications Board,"[70, 144, 518, 155]",9.960000038146973,False,body
file02.pdf,4,Foundation Level Working Group,"[70, 156, 222, 167]",9.960000038146973,False,body
file02.pdf,4,The Agile Extension team thanks the review team and the National Boards for their suggestions and input,"[70, 179, 542, 190]",9.960000038146973,False,body
file02.pdf,4,"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working","[70, 202, 529, 213]",9.960000038146973,False,body
file02.pdf,4,"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry","[70, 213, 506, 224]",9.960000038146973,False,body
file02.pdf,4,"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes","[70, 225, 542, 236]",9.960000038146973,False,body
file02.pdf,4,"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead)","[70, 236, 481, 247]",9.960000038146973,False,body
file02.pdf,4,"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon","[70, 259, 509, 270]",9.960000038146973,False,body
file02.pdf,4,"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber","[70, 271, 391, 282]",9.960000038146973,False,body
file02.pdf,4,"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra","[70, 294, 486, 305]",9.960000038146973,False,body
file02.pdf,4,"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula","[70, 305, 527, 316]",9.960000038146973,False,body
file02.pdf,4,"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,","[70, 317, 529, 328]",9.960000038146973,False,body
file02.pdf,4,"Robert Treffny, Chris Van Bael, and Erik van Veenendaal","[70, 328, 329, 339]",9.960000038146973,False,body
file02.pdf,4,"The team thanks also the following persons, from the National Boards and the Agile expert community,","[70, 351, 527, 362]",9.960000038146973,False,body
file02.pdf,4,"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani","[70, 363, 542, 374]",9.960000038146973,False,body
file02.pdf,4,"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,","[70, 374, 526, 385]",9.960000038146973,False,body
file02.pdf,4,"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill","[70, 386, 531, 397]",9.960000038146973,False,body
file02.pdf,4,"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter","[70, 397, 540, 408]",9.960000038146973,False,body
file02.pdf,4,"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,","[70, 407, 536, 421]",9.960000038146973,False,body
file02.pdf,4,"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik","[70, 420, 521, 431]",9.960000038146973,False,body
file02.pdf,4,"Sandberg, Dakar Shalom, Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,","[70, 432, 511, 443]",9.960000038146973,False,body
file02.pdf,4,"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye","[70, 443, 535, 454]",9.960000038146973,False,body
file02.pdf,4,"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo","[70, 455, 452, 466]",9.960000038146973,False,body
file02.pdf,4,"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,","[70, 478, 526, 489]",9.960000038146973,False,body
file02.pdf,4,2014,"[70, 489, 98, 500]",9.960000038146973,False,body
file02.pdf,4,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,4,Page 5 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,4,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,4,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,5,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,5,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,5,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,5,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,5,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,5,1. Introduction to the Foundation Level Extensions,"[70, 122, 466, 140]",15.960000038146973,True,H1
file02.pdf,5,This overview document is intended for anyone with an interest in the ISTQB Foundation Level,"[70, 146, 543, 157]",9.960000038146973,False,body
file02.pdf,5,Extensions who wants a high-level introduction to the leading principles and an overview of the individual,"[70, 157, 543, 168]",9.960000038146973,False,body
file02.pdf,5,extension syllabi,"[70, 169, 149, 180]",9.960000038146973,False,body
file02.pdf,5,"From time to time, ISTQB will update this document to reflect any additional extensions that shall be","[70, 192, 543, 203]",9.960000038146973,False,body
file02.pdf,5,"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the","[70, 203, 544, 214]",9.960000038146973,False,body
file02.pdf,5,updated document will be available on the ISTQB website,"[70, 215, 332, 226]",9.960000038146973,False,body
file02.pdf,5,The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,"[70, 238, 543, 249]",9.960000038146973,False,body
file02.pdf,5,some time. New topics emerge due to technology and methodology changes in the market which often,"[70, 249, 544, 260]",9.960000038146973,False,body
file02.pdf,5,"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the","[70, 261, 543, 272]",9.960000038146973,False,body
file02.pdf,5,"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the","[70, 272, 543, 283]",9.960000038146973,False,body
file02.pdf,5,ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,"[70, 284, 543, 295]",9.960000038146973,False,body
file02.pdf,5,"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but","[70, 295, 543, 306]",9.960000038146973,False,body
file02.pdf,5,that is beyond the scope of this document,"[70, 307, 260, 318]",9.960000038146973,False,body
file02.pdf,5,The following Foundation Level Extension syllabus has been released,"[70, 330, 385, 341]",9.960000038146973,False,body
file02.pdf,5,,"[88, 341, 96, 354]",9.960000038146973,False,body
file02.pdf,5,Agile Tester,"[106, 342, 163, 353]",9.960000038146973,False,body
file02.pdf,5,"In this document, each Foundation Level Extension syllabus is summarized and the associated Business","[70, 365, 543, 376]",9.960000038146973,False,body
file02.pdf,5,Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,"[70, 376, 543, 388]",9.960000038146973,False,body
file02.pdf,5,"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and","[70, 388, 544, 399]",9.960000038146973,False,body
file02.pdf,5,will outline the benefits for companies that are considering the development of specific testing skills at this,"[70, 400, 543, 411]",9.960000038146973,False,body
file02.pdf,5,level,"[70, 411, 96, 422]",9.960000038146973,False,body
file02.pdf,5,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,5,Page 6 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,5,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,5,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,6,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,6,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,6,Overview,"[74, 41, 127, 54]",12.0,False,body
file02.pdf,6,Software Testing,"[437, 50, 515, 61]",9.960000038146973,False,body
file02.pdf,6,Foundation Level Extension – Agile Tester,"[74, 56, 265, 70]",9.960000038146973,False,body
file02.pdf,6,2. Introduction to Foundation Level Agile Tester Extension,"[70, 122, 523, 140]",15.960000038146973,True,H1
file02.pdf,6,The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,"[70, 144, 543, 158]",9.960000038146973,False,body
file02.pdf,6,working within Agile environments. It is also for professionals who are planning to start implementing,"[70, 157, 543, 168]",9.960000038146973,False,body
file02.pdf,6,"Agile methods in the near future, or are working within companies that plan to do so, The certification","[70, 169, 543, 180]",9.960000038146973,False,body
file02.pdf,6,"provides an advantage for those who would like to know the required Agile activities, roles, methods, and","[70, 180, 544, 191]",9.960000038146973,False,body
file02.pdf,6,methodologies specific to their role,"[70, 192, 230, 203]",9.960000038146973,False,body
file02.pdf,6,2.1 Intended Audience,"[70, 217, 218, 233]",14.039999961853027,False,H2
file02.pdf,6,The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals,"[70, 239, 541, 252]",9.960000038146973,False,body
file02.pdf,6,1. Professionals who have achieved in-depth testing experience in traditional methods and would,"[88, 252, 543, 263]",9.960000038146973,False,body
file02.pdf,6,like to get an Agile Tester Certificate,"[106, 263, 273, 275]",9.960000038146973,False,body
file02.pdf,6,"2. Junior professional testers who are just starting in the testing profession, have received the","[88, 275, 544, 286]",9.960000038146973,False,body
file02.pdf,6,"Foundation Level certificate, and would like to know more about the tester’s role in an Agile","[106, 285, 543, 298]",9.960000038146973,False,body
file02.pdf,6,environment,"[106, 298, 167, 309]",9.960000038146973,False,body
file02.pdf,6,"3. Professionals who are relatively new to testing and are required to implement test approaches,","[88, 309, 543, 321]",9.960000038146973,False,body
file02.pdf,6,methods and techniques in their day to day job in Agile projects,"[106, 321, 392, 332]",9.960000038146973,False,body
file02.pdf,6,4. Professionals who are experienced in their role (including unit testing) and need more,"[88, 332, 543, 344]",9.960000038146973,False,body
file02.pdf,6,understanding and knowledge about how to perform and manage testing on all levels in Agile,"[106, 344, 544, 355]",9.960000038146973,False,body
file02.pdf,6,projects,"[106, 355, 147, 367]",9.960000038146973,False,body
file02.pdf,6,"These professionals include people who are in roles such as testers, test analysts, test engineers, test","[70, 378, 543, 390]",9.960000038146973,False,body
file02.pdf,6,"consultants, test managers, user acceptance testers, and software developers","[70, 390, 422, 401]",9.960000038146973,False,body
file02.pdf,6,This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,"[70, 412, 543, 425]",9.960000038146973,False,body
file02.pdf,6,"wants a deeper understanding of software testing in the Agile world, such as project managers, quality","[70, 425, 543, 436]",9.960000038146973,False,body
file02.pdf,6,"managers, software development managers, business analysts, IT directors, and management","[70, 436, 543, 447]",9.960000038146973,False,body
file02.pdf,6,consultants,"[70, 447, 127, 459]",9.960000038146973,False,body
file02.pdf,6,2.2 Career Paths for Testers,"[70, 484, 255, 500]",14.039999961853027,False,H2
file02.pdf,6,"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for","[70, 508, 543, 519]",9.960000038146973,False,body
file02.pdf,6,professional testers. A person with the Agile Tester certificate has extended the broad understanding of,"[70, 519, 543, 530]",9.960000038146973,False,body
file02.pdf,6,testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,"[70, 531, 543, 542]",9.960000038146973,False,body
file02.pdf,6,an Agile project,"[70, 542, 148, 553]",9.960000038146973,False,body
file02.pdf,6,People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,"[70, 564, 543, 577]",9.960000038146973,False,body
file02.pdf,6,Tester Foundation Level acronym CTFL-AT,"[70, 577, 269, 588]",9.960000038146973,False,body
file02.pdf,6,2.3 Learning Objectives,"[70, 613, 225, 629]",14.039999961853027,False,H2
file02.pdf,6,"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,","[70, 637, 543, 648]",9.960000038146973,False,body
file02.pdf,6,remember and recall terms and concepts stated in the Foundation Level syllabus,"[70, 648, 433, 659]",9.960000038146973,False,body
file02.pdf,6,"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an","[70, 671, 543, 682]",9.960000038146973,False,body
file02.pdf,6,extension exam,"[70, 683, 146, 694]",9.960000038146973,False,body
file02.pdf,6,Version 2014,"[76, 718, 136, 730]",9.960000038146973,False,body
file02.pdf,6,Page 7 of 12,"[270, 718, 328, 730]",9.960000038146973,False,body
file02.pdf,6,"May 31, 2014","[471, 718, 533, 730]",9.960000038146973,False,body
file02.pdf,6,© International Software Testing Qualifications Board,"[76, 736, 219, 743]",6.0,False,body
file02.pdf,7,Qualifications Board,"[430, 61, 522, 72]",9.960000038146973,False,body
file02.pdf,7,International,"[447, 38, 505, 49]",9.960000038146973,False,body
file02.pdf,7,Overview,"[74, 41, 127, 54]",12.0,False,body
